longitude,latitude,light_intensity
73.73750011,-0.45416667,0.32
73.74166678,-0.45416667,0.37
73.74583344,-0.45416667,0.15
73.75000011,-0.45416667,0.35
73.75416678,-0.45416667,0.55
73.75833344,-0.45416667,0.12
72.6375001,-0.458333337,0.74
72.64166677,-0.458333337,0.22
72.64583343,-0.458333337,0.35
72.6500001,-0.458333337,0.28
72.65416677,-0.458333337,0.71
72.65833343,-0.458333337,0.21
72.6625001,-0.458333337,0.52
72.66666677,-0.458333337,0.32
72.67083343,-0.458333337,0.57
72.6750001,-0.458333337,0.48
72.67916677,-0.458333337,0.22
72.68333343,-0.458333337,0.13
72.6875001,-0.458333337,0.73
72.69166677,-0.458333337,0.68
72.69583343,-0.458333337,0.59
72.7000001,-0.458333337,0.12
72.70416677,-0.458333337,0.61
72.70833344,-0.458333337,0.49
72.7125001,-0.458333337,0.53
72.71666677,-0.458333337,0.63
72.72083344,-0.458333337,0.44
72.7250001,-0.458333337,0.35
72.72916677,-0.458333337,0.6
72.73333344,-0.458333337,0.29
72.7375001,-0.458333337,0.56
72.74166677,-0.458333337,0.38
72.74583344,-0.458333337,0.61
72.7500001,-0.458333337,0.3
72.75416677,-0.458333337,0.53
72.75833344,-0.458333337,0.47
72.7625001,-0.458333337,0.36
72.76666677,-0.458333337,0.57
72.77083344,-0.458333337,0.66
72.7750001,-0.458333337,0.21
72.77916677,-0.458333337,0.3
72.78333344,-0.458333337,0.65
72.7875001,-0.458333337,0.12
72.79166677,-0.458333337,0.21
72.79583344,-0.458333337,0.45
72.8000001,-0.458333337,0.22
72.80416677,-0.458333337,0.64
72.80833344,-0.458333337,0.17
72.8125001,-0.458333337,0.19
72.81666677,-0.458333337,0.48
72.82083344,-0.458333337,0.62
72.8250001,-0.458333337,0.27
72.82916677,-0.458333337,0.38
72.83333344,-0.458333337,0.59
72.8375001,-0.458333337,0.52
72.84166677,-0.458333337,0.19
72.84583344,-0.458333337,0.48
72.8500001,-0.458333337,0.52
72.85416677,-0.458333337,0.29
72.85833344,-0.458333337,0.25
72.8625001,-0.458333337,0.61
72.86666677,-0.458333337,0.14
72.87083344,-0.458333337,0.24
72.8750001,-0.458333337,0.66
72.87916677,-0.458333337,0.45
72.88333344,-0.458333337,0.11
72.8875001,-0.458333337,0.28
72.89166677,-0.458333337,0.64
72.89583344,-0.458333337,0.37
72.9000001,-0.458333337,0.35
72.90416677,-0.458333337,0.56
72.90833344,-0.458333337,0.63
72.9125001,-0.458333337,0.69
72.91666677,-0.458333337,0.62
72.92083344,-0.458333337,0.36
72.9250001,-0.458333337,0.25
72.92916677,-0.458333337,0.59
72.93333344,-0.458333337,0.5
72.9375001,-0.458333337,0.1
72.94166677,-0.458333337,0.57
72.94583344,-0.458333337,0.56
72.9500001,-0.458333337,0.4
72.95416677,-0.458333337,0.58
72.95833344,-0.458333337,0.33
72.9625001,-0.458333337,0.42
72.96666677,-0.458333337,0.26
72.97083344,-0.458333337,0.38
72.9750001,-0.458333337,0.66
72.97916677,-0.458333337,0.69
72.98333344,-0.458333337,0.75
72.9875001,-0.458333337,0.67
72.99166677,-0.458333337,0.55
72.99583344,-0.458333337,0.31
73.0000001,-0.458333337,0.35
73.00416677,-0.458333337,0.25
73.00833344,-0.458333337,0.13
73.0125001,-0.458333337,0.22
73.01666677,-0.458333337,0.54
73.02083344,-0.458333337,0.11
73.0250001,-0.458333337,0.54
73.02916677,-0.458333337,0.73
73.03333344,-0.458333337,0.16
73.0375001,-0.458333337,0.3
73.04166677,-0.458333337,0.26
73.04583344,-0.458333337,0.3
73.0500001,-0.458333337,0.63
73.05416677,-0.458333337,0.51
73.05833344,-0.458333337,0.44
73.0625001,-0.458333337,0.29
73.06666677,-0.458333337,0.63
73.07083344,-0.458333337,0.17
73.0750001,-0.458333337,0.45
73.07916677,-0.458333337,0.69
73.08333344,-0.458333337,0.25
73.0875001,-0.458333337,0.18
73.09166677,-0.458333337,0.64
73.09583344,-0.458333337,0.12
73.1000001,-0.458333337,0.58
73.10416677,-0.458333337,0.55
73.10833344,-0.458333337,0.11
73.1125001,-0.458333337,0.61
73.11666677,-0.458333337,0.39
73.12083344,-0.458333337,0.59
73.12500011,-0.458333337,0.55
73.12916677,-0.458333337,0.73
73.13333344,-0.458333337,0.34
73.13750011,-0.458333337,0.59
73.14166677,-0.458333337,0.17
73.14583344,-0.458333337,0.25
73.15000011,-0.458333337,0.46
73.15416677,-0.458333337,0.44
73.15833344,-0.458333337,0.62
73.16250011,-0.458333337,0.53
73.16666677,-0.458333337,0.37
73.17083344,-0.458333337,0.61
73.17500011,-0.458333337,0.36
73.17916677,-0.458333337,0.13
73.18333344,-0.458333337,0.25
73.18750011,-0.458333337,0.19
73.19166677,-0.458333337,0.69
73.19583344,-0.458333337,0.62
73.20000011,-0.458333337,0.64
73.20416677,-0.458333337,0.33
73.20833344,-0.458333337,0.15
73.21250011,-0.458333337,0.28
73.21666677,-0.458333337,0.74
73.22083344,-0.458333337,0.42
73.22500011,-0.458333337,0.67
73.22916677,-0.458333337,0.4
73.23333344,-0.458333337,0.65
73.23750011,-0.458333337,0.26
73.24166677,-0.458333337,0.18
73.24583344,-0.458333337,0.64
73.25000011,-0.458333337,0.35
73.25416677,-0.458333337,0.34
73.25833344,-0.458333337,0.2
73.26250011,-0.458333337,0.23
73.26666677,-0.458333337,0.14
73.27083344,-0.458333337,0.43
73.27500011,-0.458333337,0.39
73.27916677,-0.458333337,0.18
73.28333344,-0.458333337,0.42
73.28750011,-0.458333337,0.52
73.29166677,-0.458333337,0.5
73.29583344,-0.458333337,0.29
73.30000011,-0.458333337,0.2
73.30416677,-0.458333337,0.71
73.30833344,-0.458333337,0.45
73.31250011,-0.458333337,0.46
73.31666677,-0.458333337,0.48
73.32083344,-0.458333337,0.39
73.32500011,-0.458333337,0.47
73.32916677,-0.458333337,0.4
73.33333344,-0.458333337,0.18
73.33750011,-0.458333337,0.47
73.34166677,-0.458333337,0.32
73.34583344,-0.458333337,0.35
73.35000011,-0.458333337,0.26
73.35416677,-0.458333337,0.37
73.35833344,-0.458333337,0.46
73.36250011,-0.458333337,0.69
73.36666677,-0.458333337,0.61
73.37083344,-0.458333337,0.14
73.37500011,-0.458333337,0.26
73.37916677,-0.458333337,0.72
73.38333344,-0.458333337,0.68
73.38750011,-0.458333337,0.31
73.39166677,-0.458333337,0.33
73.39583344,-0.458333337,0.65
73.40000011,-0.458333337,0.44
73.40416677,-0.458333337,0.18
73.40833344,-0.458333337,0.44
73.41250011,-0.458333337,0.36
73.41666677,-0.458333337,0.58
73.42083344,-0.458333337,0.42
73.42500011,-0.458333337,0.66
73.42916677,-0.458333337,0.19
73.43333344,-0.458333337,0.68
73.43750011,-0.458333337,0.3
73.44166677,-0.458333337,0.73
73.44583344,-0.458333337,0.43
73.45000011,-0.458333337,0.54
73.45416677,-0.458333337,0.71
73.45833344,-0.458333337,0.67
73.46250011,-0.458333337,0.12
73.46666677,-0.458333337,0.47
73.47083344,-0.458333337,0.35
73.47500011,-0.458333337,0.22
73.47916677,-0.458333337,0.68
73.48333344,-0.458333337,0.14
73.48750011,-0.458333337,0.49
73.49166677,-0.458333337,0.31
73.49583344,-0.458333337,0.58
73.50000011,-0.458333337,0.51
73.50416677,-0.458333337,0.53
73.50833344,-0.458333337,0.23
73.51250011,-0.458333337,0.2
73.51666677,-0.458333337,0.38
73.52083344,-0.458333337,0.16
73.52500011,-0.458333337,0.25
73.52916677,-0.458333337,0.54
73.53333344,-0.458333337,0.52
73.53750011,-0.458333337,0.34
73.54166678,-0.458333337,0.58
73.54583344,-0.458333337,0.47
73.55000011,-0.458333337,0.41
73.55416678,-0.458333337,0.4
73.55833344,-0.458333337,0.38
73.56250011,-0.458333337,0.25
73.56666678,-0.458333337,0.35
73.57083344,-0.458333337,0.11
73.57500011,-0.458333337,0.22
73.57916678,-0.458333337,0.57
73.58333344,-0.458333337,0.11
73.58750011,-0.458333337,0.7
73.59166678,-0.458333337,0.42
73.59583344,-0.458333337,0.43
73.60000011,-0.458333337,0.36
73.60416678,-0.458333337,0.38
73.60833344,-0.458333337,0.58
73.61250011,-0.458333337,0.73
73.61666678,-0.458333337,0.19
73.62083344,-0.458333337,0.46
73.62500011,-0.458333337,0.4
73.62916678,-0.458333337,0.34
73.63333344,-0.458333337,0.17
73.63750011,-0.458333337,0.41
73.64166678,-0.458333337,0.3
73.64583344,-0.458333337,0.67
73.65000011,-0.458333337,0.25
73.65416678,-0.458333337,0.48
73.65833344,-0.458333337,0.71
73.66250011,-0.458333337,0.58
73.66666678,-0.458333337,0.36
73.67083344,-0.458333337,0.36
73.67500011,-0.458333337,0.35
73.67916678,-0.458333337,0.16
73.68333344,-0.458333337,0.27
73.68750011,-0.458333337,0.32
73.69166678,-0.458333337,0.74
73.69583344,-0.458333337,0.24
73.70000011,-0.458333337,0.19
73.70416678,-0.458333337,0.33
73.70833344,-0.458333337,0.32
73.71250011,-0.458333337,0.14
73.71666678,-0.458333337,0.58
73.72083344,-0.458333337,0.15
73.72500011,-0.458333337,0.27
73.72916678,-0.458333337,0.11
73.73333344,-0.458333337,0.36
73.73750011,-0.458333337,0.48
73.74166678,-0.458333337,0.4
73.74583344,-0.458333337,0.45
73.75000011,-0.458333337,0.14
73.75416678,-0.458333337,0.54
73.75833344,-0.458333337,0.14
72.6375001,-0.462500004,0.21
72.64166677,-0.462500004,0.27
72.64583343,-0.462500004,0.72
72.6500001,-0.462500004,0.35
72.65416677,-0.462500004,0.39
72.65833343,-0.462500004,0.36
72.6625001,-0.462500004,0.23
72.66666677,-0.462500004,0.26
72.67083343,-0.462500004,0.27
72.6750001,-0.462500004,0.38
72.67916677,-0.462500004,0.22
72.68333343,-0.462500004,0.28
72.6875001,-0.462500004,0.33
72.69166677,-0.462500004,0.37
72.69583343,-0.462500004,0.14
72.7000001,-0.462500004,0.43
72.70416677,-0.462500004,0.53
72.70833344,-0.462500004,0.66
72.7125001,-0.462500004,0.17
72.71666677,-0.462500004,0.51
72.72083344,-0.462500004,0.61
72.7250001,-0.462500004,0.26
72.72916677,-0.462500004,0.56
72.73333344,-0.462500004,0.6
72.7375001,-0.462500004,0.72
72.74166677,-0.462500004,0.52
72.74583344,-0.462500004,0.67
72.7500001,-0.462500004,0.72
72.75416677,-0.462500004,0.56
72.75833344,-0.462500004,0.1
72.7625001,-0.462500004,0.36
72.76666677,-0.462500004,0.15
72.77083344,-0.462500004,0.37
72.7750001,-0.462500004,0.37
72.77916677,-0.462500004,0.56
72.78333344,-0.462500004,0.58
72.7875001,-0.462500004,0.24
72.79166677,-0.462500004,0.45
72.79583344,-0.462500004,0.57
72.8000001,-0.462500004,0.1
72.80416677,-0.462500004,0.47
72.80833344,-0.462500004,0.41
72.8125001,-0.462500004,0.14
72.81666677,-0.462500004,0.58
72.82083344,-0.462500004,0.53
72.8250001,-0.462500004,0.55
72.82916677,-0.462500004,0.33
72.83333344,-0.462500004,0.47
72.8375001,-0.462500004,0.31
72.84166677,-0.462500004,0.31
72.84583344,-0.462500004,0.27
72.8500001,-0.462500004,0.36
72.85416677,-0.462500004,0.65
72.85833344,-0.462500004,0.43
72.8625001,-0.462500004,0.46
72.86666677,-0.462500004,0.12
72.87083344,-0.462500004,0.11
72.8750001,-0.462500004,0.52
72.87916677,-0.462500004,0.21
72.88333344,-0.462500004,0.74
72.8875001,-0.462500004,0.16
72.89166677,-0.462500004,0.74
72.89583344,-0.462500004,0.48
72.9000001,-0.462500004,0.29
72.90416677,-0.462500004,0.65
72.90833344,-0.462500004,0.21
72.9125001,-0.462500004,0.38
72.91666677,-0.462500004,0.12
72.92083344,-0.462500004,0.57
72.9250001,-0.462500004,0.73
72.92916677,-0.462500004,0.58
72.93333344,-0.462500004,0.22
72.9375001,-0.462500004,0.3
72.94166677,-0.462500004,0.69
72.94583344,-0.462500004,0.4
72.9500001,-0.462500004,0.1
72.95416677,-0.462500004,0.41
72.95833344,-0.462500004,0.5
72.9625001,-0.462500004,0.66
72.96666677,-0.462500004,0.39
72.97083344,-0.462500004,0.16
72.9750001,-0.462500004,0.12
72.97916677,-0.462500004,0.56
72.98333344,-0.462500004,0.74
72.9875001,-0.462500004,0.17
72.99166677,-0.462500004,0.37
72.99583344,-0.462500004,0.51
73.0000001,-0.462500004,0.61
73.00416677,-0.462500004,0.33
73.00833344,-0.462500004,0.15
73.0125001,-0.462500004,0.25
73.01666677,-0.462500004,0.48
73.02083344,-0.462500004,0.6
73.0250001,-0.462500004,0.15
73.02916677,-0.462500004,0.17
73.03333344,-0.462500004,0.65
73.0375001,-0.462500004,0.65
73.04166677,-0.462500004,0.59
73.04583344,-0.462500004,0.2
73.0500001,-0.462500004,0.37
73.05416677,-0.462500004,0.55
73.05833344,-0.462500004,0.72
73.0625001,-0.462500004,0.68
73.06666677,-0.462500004,0.56
73.07083344,-0.462500004,0.44
73.0750001,-0.462500004,0.24
73.07916677,-0.462500004,0.54
73.08333344,-0.462500004,0.52
73.0875001,-0.462500004,0.21
73.09166677,-0.462500004,0.3
73.09583344,-0.462500004,0.53
73.1000001,-0.462500004,0.49
73.10416677,-0.462500004,0.2
73.10833344,-0.462500004,0.34
73.1125001,-0.462500004,0.19
73.11666677,-0.462500004,0.73
73.12083344,-0.462500004,0.11
73.12500011,-0.462500004,0.73
73.12916677,-0.462500004,0.57
73.13333344,-0.462500004,0.16
73.13750011,-0.462500004,0.47
73.14166677,-0.462500004,0.28
73.14583344,-0.462500004,0.72
73.15000011,-0.462500004,0.36
73.15416677,-0.462500004,0.16
73.15833344,-0.462500004,0.35
73.16250011,-0.462500004,0.22
73.16666677,-0.462500004,0.53
73.17083344,-0.462500004,0.31
73.17500011,-0.462500004,0.48
73.17916677,-0.462500004,0.6
73.18333344,-0.462500004,0.73
73.18750011,-0.462500004,0.44
73.19166677,-0.462500004,0.62
73.19583344,-0.462500004,0.46
73.20000011,-0.462500004,0.11
73.20416677,-0.462500004,0.47
73.20833344,-0.462500004,0.25
73.21250011,-0.462500004,0.44
73.21666677,-0.462500004,0.11
73.22083344,-0.462500004,0.47
73.22500011,-0.462500004,0.48
73.22916677,-0.462500004,0.3
73.23333344,-0.462500004,0.66
73.23750011,-0.462500004,0.51
73.24166677,-0.462500004,0.67
73.24583344,-0.462500004,0.39
73.25000011,-0.462500004,0.11
73.25416677,-0.462500004,0.1
73.25833344,-0.462500004,0.1
73.26250011,-0.462500004,0.27
73.26666677,-0.462500004,0.6
73.27083344,-0.462500004,0.52
73.27500011,-0.462500004,0.75
73.27916677,-0.462500004,0.14
73.28333344,-0.462500004,0.57
73.28750011,-0.462500004,0.11
73.29166677,-0.462500004,0.21
73.29583344,-0.462500004,0.18
73.30000011,-0.462500004,0.45
73.30416677,-0.462500004,0.43
73.30833344,-0.462500004,0.59
73.31250011,-0.462500004,0.55
73.31666677,-0.462500004,0.73
73.32083344,-0.462500004,0.25
73.32500011,-0.462500004,0.1
73.32916677,-0.462500004,0.39
73.33333344,-0.462500004,0.46
73.33750011,-0.462500004,0.72
73.34166677,-0.462500004,0.7
73.34583344,-0.462500004,0.56
73.35000011,-0.462500004,0.45
73.35416677,-0.462500004,0.41
73.35833344,-0.462500004,0.47
73.36250011,-0.462500004,0.63
73.36666677,-0.462500004,0.31
73.37083344,-0.462500004,0.48
73.37500011,-0.462500004,0.67
73.37916677,-0.462500004,0.33
73.38333344,-0.462500004,0.56
73.38750011,-0.462500004,0.67
73.39166677,-0.462500004,0.66
73.39583344,-0.462500004,0.28
73.40000011,-0.462500004,0.44
73.40416677,-0.462500004,0.71
73.40833344,-0.462500004,0.14
73.41250011,-0.462500004,0.42
73.41666677,-0.462500004,0.66
73.42083344,-0.462500004,0.35
73.42500011,-0.462500004,0.24
73.42916677,-0.462500004,0.5
73.43333344,-0.462500004,0.61
73.43750011,-0.462500004,0.14
73.44166677,-0.462500004,0.43
73.44583344,-0.462500004,0.24
73.45000011,-0.462500004,0.44
73.45416677,-0.462500004,0.37
73.45833344,-0.462500004,0.11
73.46250011,-0.462500004,0.3
73.46666677,-0.462500004,0.62
73.47083344,-0.462500004,0.32
73.47500011,-0.462500004,0.32
73.47916677,-0.462500004,0.61
73.48333344,-0.462500004,0.37
73.48750011,-0.462500004,0.13
73.49166677,-0.462500004,0.68
73.49583344,-0.462500004,0.19
73.50000011,-0.462500004,0.72
73.50416677,-0.462500004,0.57
73.50833344,-0.462500004,0.61
73.51250011,-0.462500004,0.17
73.51666677,-0.462500004,0.3
73.52083344,-0.462500004,0.32
73.52500011,-0.462500004,0.34
73.52916677,-0.462500004,0.34
73.53333344,-0.462500004,0.56
73.53750011,-0.462500004,0.69
73.54166678,-0.462500004,0.46
73.54583344,-0.462500004,0.72
73.55000011,-0.462500004,0.17
73.55416678,-0.462500004,0.12
73.55833344,-0.462500004,0.15
73.56250011,-0.462500004,0.2
73.56666678,-0.462500004,0.7
73.57083344,-0.462500004,0.54
73.57500011,-0.462500004,0.73
73.57916678,-0.462500004,0.38
73.58333344,-0.462500004,0.2
73.58750011,-0.462500004,0.45
73.59166678,-0.462500004,0.33
73.59583344,-0.462500004,0.42
73.60000011,-0.462500004,0.16
73.60416678,-0.462500004,0.14
73.60833344,-0.462500004,0.33
73.61250011,-0.462500004,0.12
73.61666678,-0.462500004,0.39
73.62083344,-0.462500004,0.67
73.62500011,-0.462500004,0.38
73.62916678,-0.462500004,0.52
73.63333344,-0.462500004,0.4
73.63750011,-0.462500004,0.26
73.64166678,-0.462500004,0.56
73.64583344,-0.462500004,0.3
73.65000011,-0.462500004,0.21
73.65416678,-0.462500004,0.3
73.65833344,-0.462500004,0.37
73.66250011,-0.462500004,0.65
73.66666678,-0.462500004,0.69
73.67083344,-0.462500004,0.56
73.67500011,-0.462500004,0.5
73.67916678,-0.462500004,0.55
73.68333344,-0.462500004,0.25
73.68750011,-0.462500004,0.68
73.69166678,-0.462500004,0.31
73.69583344,-0.462500004,0.18
73.70000011,-0.462500004,0.1
73.70416678,-0.462500004,0.43
73.70833344,-0.462500004,0.51
73.71250011,-0.462500004,0.4
73.71666678,-0.462500004,0.59
73.72083344,-0.462500004,0.28
73.72500011,-0.462500004,0.41
73.72916678,-0.462500004,0.4
73.73333344,-0.462500004,0.6
73.73750011,-0.462500004,0.5
73.74166678,-0.462500004,0.11
73.74583344,-0.462500004,0.32
73.75000011,-0.462500004,0.35
73.75416678,-0.462500004,0.37
73.75833344,-0.462500004,0.3
72.6375001,-0.46666667,0.55
72.64166677,-0.46666667,0.48
72.64583343,-0.46666667,0.14
72.6500001,-0.46666667,0.16
72.65416677,-0.46666667,0.48
72.65833343,-0.46666667,0.56
72.6625001,-0.46666667,0.69
72.66666677,-0.46666667,0.55
72.67083343,-0.46666667,0.31
72.6750001,-0.46666667,0.15
72.67916677,-0.46666667,0.75
72.68333343,-0.46666667,0.73
72.6875001,-0.46666667,0.56
72.69166677,-0.46666667,0.17
72.69583343,-0.46666667,0.31
72.7000001,-0.46666667,0.35
72.70416677,-0.46666667,0.63
72.70833344,-0.46666667,0.58
72.7125001,-0.46666667,0.18
72.71666677,-0.46666667,0.59
72.72083344,-0.46666667,0.11
72.7250001,-0.46666667,0.68
72.72916677,-0.46666667,0.44
72.73333344,-0.46666667,0.11
72.7375001,-0.46666667,0.63
72.74166677,-0.46666667,0.63
72.74583344,-0.46666667,0.53
72.7500001,-0.46666667,0.43
72.75416677,-0.46666667,0.35
72.75833344,-0.46666667,0.15
72.7625001,-0.46666667,0.17
72.76666677,-0.46666667,0.36
72.77083344,-0.46666667,0.23
72.7750001,-0.46666667,0.72
72.77916677,-0.46666667,0.5
72.78333344,-0.46666667,0.59
72.7875001,-0.46666667,0.47
72.79166677,-0.46666667,0.26
72.79583344,-0.46666667,0.33
72.8000001,-0.46666667,0.37
72.80416677,-0.46666667,0.51
72.80833344,-0.46666667,0.72
72.8125001,-0.46666667,0.26
72.81666677,-0.46666667,0.32
72.82083344,-0.46666667,0.56
72.8250001,-0.46666667,0.28
72.82916677,-0.46666667,0.31
72.83333344,-0.46666667,0.47
72.8375001,-0.46666667,0.6
72.84166677,-0.46666667,0.38
72.84583344,-0.46666667,0.19
72.8500001,-0.46666667,0.71
72.85416677,-0.46666667,0.47
72.85833344,-0.46666667,0.54
72.8625001,-0.46666667,0.35
72.86666677,-0.46666667,0.48
72.87083344,-0.46666667,0.36
72.8750001,-0.46666667,0.53
72.87916677,-0.46666667,0.48
72.88333344,-0.46666667,0.1
72.8875001,-0.46666667,0.5
72.89166677,-0.46666667,0.58
72.89583344,-0.46666667,0.33
72.9000001,-0.46666667,0.21
72.90416677,-0.46666667,0.68
72.90833344,-0.46666667,0.31
72.9125001,-0.46666667,0.34
72.91666677,-0.46666667,0.48
72.92083344,-0.46666667,0.42
72.9250001,-0.46666667,0.41
72.92916677,-0.46666667,0.72
72.93333344,-0.46666667,0.58
72.9375001,-0.46666667,0.36
72.94166677,-0.46666667,0.62
72.94583344,-0.46666667,0.38
72.9500001,-0.46666667,0.2
72.95416677,-0.46666667,0.58
72.95833344,-0.46666667,0.41
72.9625001,-0.46666667,0.57
72.96666677,-0.46666667,0.5
72.97083344,-0.46666667,0.39
72.9750001,-0.46666667,0.1
72.97916677,-0.46666667,0.58
72.98333344,-0.46666667,0.42
72.9875001,-0.46666667,0.72
72.99166677,-0.46666667,0.49
72.99583344,-0.46666667,0.26
73.0000001,-0.46666667,0.42
73.00416677,-0.46666667,0.43
73.00833344,-0.46666667,0.69
73.0125001,-0.46666667,0.42
73.01666677,-0.46666667,0.74
73.02083344,-0.46666667,0.44
73.0250001,-0.46666667,0.58
73.02916677,-0.46666667,0.54
73.03333344,-0.46666667,0.26
73.0375001,-0.46666667,0.51
73.04166677,-0.46666667,0.42
73.04583344,-0.46666667,0.62
73.0500001,-0.46666667,0.27
73.05416677,-0.46666667,0.36
73.05833344,-0.46666667,0.1
73.0625001,-0.46666667,0.58
73.06666677,-0.46666667,0.32
73.07083344,-0.46666667,0.54
73.0750001,-0.46666667,0.6
73.07916677,-0.46666667,0.56
73.08333344,-0.46666667,0.25
73.0875001,-0.46666667,0.52
